RecordID_Int,ParcelNumber,Description,CardNumber,cvgiscityvw_OpenData_Parcels_AdditionsArea,StreetName,StreetNumber,Unit
36131,430010000,Slab,,80,RUGBY AVE,1415,
36132,43A001000,First Floor,,89678,MELBOURNE RD,1400,
36133,43A001000,First Floor,,160062,MELBOURNE RD,1400,
36134,43A002000,First Floor,,2012,GROVE RD,1319,
36135,43A002000,Concrete Patio,,144,GROVE RD,1319,
36136,43A002000,Deck,,144,GROVE RD,1319,
36137,43A002000,Garage,,360,GROVE RD,1319,
36138,43A002000,Stoop,,52,GROVE RD,1319,
36139,43A002100,First Floor,,1200,GROVE RD,1317,
36140,43A002100,Basement,,1200,GROVE RD,1317,
36141,43A002100,Concrete Patio,,36,GROVE RD,1317,
36142,43A002100,Stoop,,63,GROVE RD,1317,
36143,43A002101,First Floor,,1575,GROVE RD,1318,
36144,43A002101,Second Floor,,1176,GROVE RD,1318,
36145,43A002101,Concrete Patio,,114,GROVE RD,1318,
36146,43A002101,Carport,,200,GROVE RD,1318,
36147,43A002101,Deck,,200,GROVE RD,1318,
36148,43A002101,Workshop,,399,GROVE RD,1318,
36149,43A002101,Vaulted Ceiling,,399,GROVE RD,1318,
36150,43A002110,First Floor,,1250,MELBOURNE RD,1415,
36151,43A002110,Basement,,1250,MELBOURNE RD,1415,
36152,43A002110,Concrete Patio,,420,MELBOURNE RD,1415,
36153,43A002110,Deck,,214,MELBOURNE RD,1415,
36154,43A002110,Open Porch,,54,MELBOURNE RD,1415,
36155,43A002110,Storage,,210,MELBOURNE RD,1415,
36156,43A002120,First Floor,,1225,MELBOURNE RD,1409,
36157,43A002120,Basement,,1225,MELBOURNE RD,1409,
36158,43A002120,Concrete Patio,,112,MELBOURNE RD,1409,
36159,43A002120,Carport,,399,MELBOURNE RD,1409,
36160,43A002120,Deck,,96,MELBOURNE RD,1409,
36161,43A002120,Frame Enclosed 1/Sty,,240,MELBOURNE RD,1409,
36162,43A002120,Stoop,,32,MELBOURNE RD,1409,
36163,43A002120,Unfinished Utility Area,,105,MELBOURNE RD,1409,
36164,43A002130,First Floor,,1225,GROVER CT,103,
36165,43A002130,Basement,,1225,GROVER CT,103,
36166,43A002130,Frame Enclosed 1/Sty,,325,GROVER CT,103,
36167,43A002130,Screened Porch,,78,GROVER CT,103,
36168,43A002130,Stoop,,32,GROVER CT,103,
36169,43A002140,First Floor,,1225,GROVER CT,105,
36170,43A002140,Basement,,1225,GROVER CT,105,
36171,43A002140,Concrete Patio,,20,GROVER CT,105,
36172,43A002140,Carport,,550,GROVER CT,105,
36173,43A002140,Frame Enclosed 1/Sty,,154,GROVER CT,105,
36174,43A002140,Stoop,,64,GROVER CT,105,
36175,43A002150,First Floor,,1495,GROVER CT,104,
36176,43A002150,Basement,,1225,GROVER CT,104,
36177,43A002150,Canopy,,80,GROVER CT,104,
36178,43A002150,Concrete Patio,,252,GROVER CT,104,
36179,43A002150,Carport,,400,GROVER CT,104,
36180,43A002150,Deck,,80,GROVER CT,104,
36181,43A002150,Stoop,,60,GROVER CT,104,
36182,43A002160,First Floor,,1274,GROVER CT,102,
36183,43A002160,Basement,,1274,GROVER CT,102,
36184,43A002160,Carport,,572,GROVER CT,102,
36185,43A002160,Stoop,,32,GROVER CT,102,
36186,43A002170,First Floor,,1225,GROVER CT,100,
36187,43A002170,Basement,,1225,GROVER CT,100,
36188,43A002170,Carport,,529,GROVER CT,100,
36189,43A002170,Deck,,64,GROVER CT,100,
36190,43A002170,Open Porch,,266,GROVER CT,100,
36191,43A002170,Glass Enclosed 1/Sty,,260,GROVER CT,100,
36192,43A002170,Stone Patio,,65,GROVER CT,100,
36193,43A002170,Stoop,,20,GROVER CT,100,
36194,43A002180,First Floor,,1598,MELBOURNE RD,1403,
36195,43A002180,Basement,,1598,MELBOURNE RD,1403,
36196,43A002180,Canopy,,52,MELBOURNE RD,1403,
36197,43A002180,Concrete Patio,,280,MELBOURNE RD,1403,
36198,43A002180,Deck,,160,MELBOURNE RD,1403,
36199,43A002180,Stoop,,24,MELBOURNE RD,1403,
36200,43A002190,First Floor,,1274,MELBOURNE RD,1401,
36201,43A002190,Basement,,1274,MELBOURNE RD,1401,
36202,43A002190,Concrete Patio,,119,MELBOURNE RD,1401,
36203,43A002190,Deck,,168,MELBOURNE RD,1401,
36204,43A002190,Stoop,,44,MELBOURNE RD,1401,
36205,43A002200,First Floor,,1225,GROVE RD,1315,
36206,43A002200,Basement,,1225,GROVE RD,1315,
36207,43A002200,Concrete Patio,,196,GROVE RD,1315,
36208,43A002200,Carport,,275,GROVE RD,1315,
36209,43A002200,Stoop,,35,GROVE RD,1315,
36210,43A002300,First Floor,,1512,GROVE RD,1313,
36211,43A002300,Basement,,1512,GROVE RD,1313,
36212,43A002300,Glass Enclosed 1/Sty,,240,GROVE RD,1313,
36213,43A002300,Stoop,,28,GROVE RD,1313,
36214,43A002400,First Floor,,1385,GROVE RD,1311,
36215,43A002400,Basement,,1225,GROVE RD,1311,
36216,43A002400,Concrete Patio,,16,GROVE RD,1311,
36217,43A002400,Finished Enclosed Porch,,275,GROVE RD,1311,
36218,43A002400,Screened Porch,,80,GROVE RD,1311,
36219,43A002400,Stoop,,28,GROVE RD,1311,
36220,43A002500,First Floor,,1498,GROVE RD,1309,
36221,43A002500,Basement,,1225,GROVE RD,1309,
36222,43A002500,Concrete Patio,,382,GROVE RD,1309,
36223,43A002500,Deck,,168,GROVE RD,1309,
36224,43A002500,Open Porch,,52,GROVE RD,1309,
36225,43A002500,Stoop,,35,GROVE RD,1309,
36226,43A002600,First Floor,,1225,GROVE RD,1310,
36227,43A002600,Basement,,1225,GROVE RD,1310,
36228,43A002600,Concrete Patio,,168,GROVE RD,1310,
36229,43A002600,Screened Porch,,200,GROVE RD,1310,
36230,43A002600,Stoop,,35,GROVE RD,1310,
36231,43A002700,First Floor,,1450,GROVE RD,1312,
36232,43A002700,Brick Patio,,224,GROVE RD,1312,
36233,43A002700,Basement,,1250,GROVE RD,1312,
36234,43A002700,Stoop,,35,GROVE RD,1312,
36235,43A002700,Trex Deck,,230,GROVE RD,1312,
36236,43A002800,First Floor,,1225,GROVE RD,1314,
36237,43A002800,Basement,,1225,GROVE RD,1314,
36238,43A002800,Deck,,424,GROVE RD,1314,
36239,43A002800,Open Porch,,30,GROVE RD,1314,
36240,43A002800,Stoop,,36,GROVE RD,1314,
36241,43A002900,First Floor,,1225,GROVE RD,1316,
36242,43A002900,Basement,,1225,GROVE RD,1316,
36243,43A002900,Screened Porch,,140,GROVE RD,1316,
36244,43A002900,Stoop,,56,GROVE RD,1316,
36245,43A003000,First Floor,,2544,KENWOOD LN,1324,
36246,43A003000,Second Floor,,711,KENWOOD LN,1324,
36247,43A003000,Three Quarter Story,,462,KENWOOD LN,1324,
36248,43A003000,Brick Patio,,112,KENWOOD LN,1324,
36249,43A003000,Canopy,,360,KENWOOD LN,1324,
36250,43A003000,Concrete Patio,,526,KENWOOD LN,1324,
36251,43A003000,Deck,,99,KENWOOD LN,1324,
36252,43A003000,Finished Half-Story,,256,KENWOOD LN,1324,
36253,43A003000,Open Porch,,48,KENWOOD LN,1324,
36254,43A003000,Glass Enclosed 1/Sty,,279,KENWOOD LN,1324,
36255,43A003000,Pergola,,240,KENWOOD LN,1324,
36256,43A004000,First Floor,,1620,KENWOOD LN,1325,
36257,43A004000,Basement,,1320,KENWOOD LN,1325,
36258,43A004000,Carport,,288,KENWOOD LN,1325,
36259,43A004000,Open Porch,,20,KENWOOD LN,1325,
36260,43A005000,First Floor,,1400,KENWOOD LN,1323,
36261,43A005000,Basement,,1400,KENWOOD LN,1323,
36262,43A005000,Open Porch,,36,KENWOOD LN,1323,
36263,43A005000,Stoop,,24,KENWOOD LN,1323,
36264,43A006000,First Floor,,1577,KENWOOD LN,1321,
36265,43A006000,Basement,,1427,KENWOOD LN,1321,
36266,43A006000,Stoop,,60,KENWOOD LN,1321,
36267,43A007000,First Floor,,1977,KENWOOD LN,1319,
36268,43A007000,Basement,,1977,KENWOOD LN,1319,
36269,43A007000,Screened Porch,,156,KENWOOD LN,1319,
36270,43A007000,Stone Patio,,248,KENWOOD LN,1319,
36271,43A007000,Stoop,,28,KENWOOD LN,1319,
36272,43A008000,First Floor,,1188,KENWOOD LN,1317,
36273,43A008000,Basement,,621,KENWOOD LN,1317,
36274,43A008000,Deck,,140,KENWOOD LN,1317,
36275,43A008000,Open Porch,,168,KENWOOD LN,1317,
36276,43A008000,Garage,,400,KENWOOD LN,1317,
36277,43A008000,Sunroom,,252,KENWOOD LN,1317,
36278,43A009000,First Floor,,1276,KENWOOD LN,1315,
36279,43A009000,Basement,,1276,KENWOOD LN,1315,
36280,43A009000,Deck,,178,KENWOOD LN,1315,
36281,43A010000,First Floor,,1554,KENWOOD LN,1313,
36282,43A010000,Deck,,176,KENWOOD LN,1313,
36283,43A010000,Stoop,,49,KENWOOD LN,1313,
36284,43A011000,First Floor,,1288,KENWOOD LN,1311,
36285,43A011000,Basement,,1288,KENWOOD LN,1311,
36286,43A011000,Screened Porch,,204,KENWOOD LN,1311,
36287,43A011000,Stoop,,49,KENWOOD LN,1311,
36288,43A012000,First Floor,,2024,CARTER LN,1300,
36289,43A012000,Basement,,1624,CARTER LN,1300,
36290,43A012000,Concrete Patio,,474,CARTER LN,1300,
36291,43A012000,Deck,,300,CARTER LN,1300,
36292,43A012000,Screened Porch,,12,CARTER LN,1300,
36293,43A013000,First Floor,,1372,CARTER LN,1302,
36294,43A013000,Basement,,1372,CARTER LN,1302,
36295,43A013000,Carport,,260,CARTER LN,1302,
36296,43A013000,Stoop,,180,CARTER LN,1302,
36297,43A014000,First Floor,,1212,CARTER LN,1304,
36298,43A014000,Basement,,1212,CARTER LN,1304,
36299,43A014000,Carport,,240,CARTER LN,1304,
36300,43A014000,Stoop,,60,CARTER LN,1304,
36301,43A015000,First Floor,,1479,CARTER LN,1306,
36302,43A015000,Basement,,1479,CARTER LN,1306,
36303,43A015000,Carport,,240,CARTER LN,1306,
36304,43A015000,Stoop,,63,CARTER LN,1306,
36305,43A016000,First Floor,,1504,CARTER LN,1308,
36306,43A016000,Basement,,1504,CARTER LN,1308,
36307,43A016000,Canopy,,108,CARTER LN,1308,
36308,43A016000,Deck,,220,CARTER LN,1308,
36309,43A016000,Screened Porch,,260,CARTER LN,1308,
36310,43A016000,Stoop,,108,CARTER LN,1308,
36311,43A017000,First Floor,,1369,CARTER LN,1310,
36312,43A017000,Basement,,1279,CARTER LN,1310,
36313,43A017000,Canopy,,168,CARTER LN,1310,
36314,43A017000,Carport,,240,CARTER LN,1310,
36315,43A017000,Screened Porch,,90,CARTER LN,1310,
36316,43A018000,First Floor,,1479,CARTER LN,1312,
36317,43A018000,Basement,,1479,CARTER LN,1312,
36318,43A018000,Concrete Patio,,240,CARTER LN,1312,
36319,43A018000,Stoop,,72,CARTER LN,1312,
36320,43A019000,First Floor,,1778,GALLOWAY DR,1708,
36321,43A019000,Basement,,1479,GALLOWAY DR,1708,
36322,43A019000,Deck,,300,GALLOWAY DR,1708,
36323,43A019000,Stoop,,30,GALLOWAY DR,1708,
36324,43A020000,First Floor,,1350,GALLOWAY DR,1706,
36325,43A020000,Basement,,1350,GALLOWAY DR,1706,
36326,43A020000,Screened Porch,,264,GALLOWAY DR,1706,
36327,43A020000,Stoop,,28,GALLOWAY DR,1706,
36328,43A021000,First Floor,,1400,GALLOWAY DR,1704,
36329,43A021000,Basement,,1400,GALLOWAY DR,1704,
36330,43A021000,Screened Porch,,264,GALLOWAY DR,1704,
36331,43A021000,Stone Patio,,232,GALLOWAY DR,1704,
36332,43A021000,Stoop,,32,GALLOWAY DR,1704,
36333,43A022000,First Floor,,1512,GALLOWAY DR,1702,
36334,43A022000,Second Floor,,754,GALLOWAY DR,1702,
36335,43A022000,Basement,,1512,GALLOWAY DR,1702,
36336,43A022000,Concrete Patio,,132,GALLOWAY DR,1702,
36337,43A022000,Screened Porch,,132,GALLOWAY DR,1702,
36338,43A022000,Stoop,,24,GALLOWAY DR,1702,
36339,43A023000,First Floor,,1440,MELBOURNE RD,1511,
36340,43A023000,Basement,,1440,MELBOURNE RD,1511,
36341,43A023000,Concrete Patio,,252,MELBOURNE RD,1511,
36342,43A023000,Carport,,264,MELBOURNE RD,1511,
36343,43A023000,Open Porch,,65,MELBOURNE RD,1511,
36344,43A023000,Screened Porch,,198,MELBOURNE RD,1511,
36345,43A023000,Stoop,,42,MELBOURNE RD,1511,
36346,43A024000,First Floor,,3182,KENWOOD LN,1320,
36347,43A024000,Basement,,1225,KENWOOD LN,1320,
36348,43A024000,Concrete Patio,,480,KENWOOD LN,1320,
36349,43A024000,Stoop,,64,KENWOOD LN,1320,
36350,43A025000,First Floor,,1425,KENWOOD LN,1318,
36351,43A025000,Basement,,1425,KENWOOD LN,1318,
36352,43A025000,Carport,,288,KENWOOD LN,1318,
36353,43A025000,Deck,,392,KENWOOD LN,1318,
36354,43A025000,Screened Porch,,288,KENWOOD LN,1318,
36355,43A026000,First Floor,,1323,KENWOOD LN,1316,
36356,43A026000,Basement,,1323,KENWOOD LN,1316,
36357,43A026000,Concrete Patio,,84,KENWOOD LN,1316,
36358,43A026000,Carport,,220,KENWOOD LN,1316,
36359,43A026000,Deck,,336,KENWOOD LN,1316,
36360,43A026000,Glass Enclosed 1/Sty,,220,KENWOOD LN,1316,
36361,43A026000,Stoop,,99,KENWOOD LN,1316,
36362,43A027000,First Floor,,1608,KENWOOD LN,1314,
36363,43A027000,Basement,,1320,KENWOOD LN,1314,
36364,43A027000,Concrete Patio,,48,KENWOOD LN,1314,
36365,43A028000,First Floor,,1688,KENWOOD LN,1312,
36366,43A028000,Second Floor,,728,KENWOOD LN,1312,
36367,43A028000,Basement,,728,KENWOOD LN,1312,
36368,43A028000,Deck,,192,KENWOOD LN,1312,
36369,43A028000,Open Porch,,48,KENWOOD LN,1312,
36370,43A029000,First Floor,,2490,KENWOOD LN,1310,
36371,43A029000,Basement,,1878,KENWOOD LN,1310,
36372,43A029000,Canopy,,108,KENWOOD LN,1310,
36373,43A029000,Finished Enclosed Porch,,408,KENWOOD LN,1310,
36374,43A029000,Garage,,960,KENWOOD LN,1310,
36375,43A029000,Stoop,,108,KENWOOD LN,1310,
36376,43A030000,First Floor,,1552,KENWOOD LN,1308,
36377,43A030000,Basement,,1276,KENWOOD LN,1308,
36378,43A030000,Screened Porch,,364,KENWOOD LN,1308,
36379,43A031000,First Floor,,1274,KENWOOD LN,1306,
36380,43A031000,Basement,,1274,KENWOOD LN,1306,
36381,43A031000,Deck,,115,KENWOOD LN,1306,
36382,43A031000,Screened Porch,,492,KENWOOD LN,1306,
36383,43A031000,Stoop,,28,KENWOOD LN,1306,
36384,43A032000,First Floor,,2100,GROVE RD,1409,
36385,43A032000,Cathedral Ceiling,,168,GROVE RD,1409,
36386,43A032000,Garage,,589,GROVE RD,1409,
36387,43A032000,Stoop,,18,GROVE RD,1409,
36388,43A032000,Trex Deck,,322,GROVE RD,1409,
36389,43A032000,Unfinished Utility Area,,49,GROVE RD,1409,
36390,43A032100,First Floor,,1512,MELBOURNE RD,1506,
36391,43A032100,Basement,,1392,MELBOURNE RD,1506,
36392,43A032100,Deck,,657,MELBOURNE RD,1506,
36393,43A032100,Stoop,,42,MELBOURNE RD,1506,
36394,43A033000,First Floor,,2100,GROVE RD,1415,
36395,43A033000,Basement,,1200,GROVE RD,1415,
36396,43A033000,Cathedral Ceiling,,192,GROVE RD,1415,
36397,43A033000,Screened Porch,,192,GROVE RD,1415,
36398,43A033000,Stone Patio,,288,GROVE RD,1415,
36399,43A033000,Stoop,,60,GROVE RD,1415,
36400,43A034000,First Floor,,1885,GROVE RD,1419,
36401,43A034000,Basement,,1885,GROVE RD,1419,
36402,43A034000,Stoop,,238,GROVE RD,1419,
36403,43A035000,First Floor,,1920,GROVE RD,1423,
36404,43A035000,Basement,,840,GROVE RD,1423,
36405,43A035000,Concrete Patio,,100,GROVE RD,1423,
36406,43A035000,Cathedral Ceiling,,154,GROVE RD,1423,
36407,43A035000,Deck,,150,GROVE RD,1423,
36408,43A035000,Open Porch,,45,GROVE RD,1423,
36409,43A035000,Unfinished Utility Area,,30,GROVE RD,1423,
36410,43A036000,First Floor,,1364,GROVE RD,1430,
36411,43A036000,Second Floor,,1148,GROVE RD,1430,
36412,43A036000,Basement,,1521,GROVE RD,1430,
36413,43A036000,Deck,,154,GROVE RD,1430,
36414,43A036000,Stoop,,136,GROVE RD,1430,
36415,43A036000,Sunroom,,157,GROVE RD,1430,
36416,43A037000,First Floor,,1782,GROVE RD,1426,
36417,43A037000,Bay Window,,59,GROVE RD,1426,
36418,43A037000,Basement,,1650,GROVE RD,1426,
36419,43A037000,Deck,,404,GROVE RD,1426,
36420,43A037000,Open Porch,,150,GROVE RD,1426,
36421,43A038000,First Floor,,1666,GROVE RD,1420,
36422,43A038000,Three Quarter Story,,1330,GROVE RD,1420,
36423,43A038000,Basement,,1666,GROVE RD,1420,
36424,43A038000,Stoop,,54,GROVE RD,1420,
36425,43A039000,First Floor,,1632,GROVE RD,1414,
36426,43A039000,Second Floor,,480,GROVE RD,1414,
36427,43A039000,Basement,,1192,GROVE RD,1414,
36428,43A039000,Deck,,144,GROVE RD,1414,
36429,43A039000,Screened Porch,,168,GROVE RD,1414,
36430,43A039000,Stoop,,68,GROVE RD,1414,
36431,43A040000,First Floor,,1856,GROVE RD,1410,
36432,43A040000,Second Floor,,832,GROVE RD,1410,
36433,43A040000,Crawl Space,,1024,GROVE RD,1410,
36434,43A040000,Deck,,285,GROVE RD,1410,
36435,43A040000,Screened Porch,,330,GROVE RD,1410,
36436,43A040000,Stoop,,96,GROVE RD,1410,
36437,43B001000,First Floor,,1450,GALLOWAY DR,1709,
36438,43B001000,Brick Enclosed 1/Sty,,312,GALLOWAY DR,1709,
36439,43B001000,Concrete Patio,,210,GALLOWAY DR,1709,
36440,43B001000,Open Porch,,120,GALLOWAY DR,1709,
36441,43B001000,Stone Patio,,32,GALLOWAY DR,1709,
36442,43B002000,First Floor,,1375,GALLOWAY DR,1711,
36443,43B002000,Basement,,754,GALLOWAY DR,1711,
36444,43B002000,Canopy,,84,GALLOWAY DR,1711,
36445,43B002000,Concrete Patio,,144,GALLOWAY DR,1711,
36446,43B002000,Screened Porch,,240,GALLOWAY DR,1711,
36447,43B002000,Stone Patio,,30,GALLOWAY DR,1711,
36448,43B003000,First Floor,,2226,HOLLY RD,1403,
36449,43B003000,Stoop,,60,HOLLY RD,1403,
36450,43B004000,First Floor,,2252,HOLLY RD,1405,
36451,43B004000,Stoop,,60,HOLLY RD,1405,
36452,43B005000,First Floor,,1363,HOLLY RD,1407,
36453,43B005000,Basement,,1363,HOLLY RD,1407,
36454,43B005000,Carport,,273,HOLLY RD,1407,
36455,43B005000,Deck,,121,HOLLY RD,1407,
36456,43B005000,Stoop,,28,HOLLY RD,1407,
36457,43B006000,First Floor,,1067,LEHIGH CIR,1407,
36458,43B006000,Basement,,1067,LEHIGH CIR,1407,
36459,43B006000,Concrete Patio,,176,LEHIGH CIR,1407,
36460,43B006000,Deck,,468,LEHIGH CIR,1407,
36461,43B006000,Open Porch,,222,LEHIGH CIR,1407,
36462,43B006000,Pergola,,240,LEHIGH CIR,1407,
36463,43B006000,Stoop,,35,LEHIGH CIR,1407,
36464,43B007000,First Floor,,1125,LEHIGH CIR,1405,
36465,43B007000,Basement,,1125,LEHIGH CIR,1405,
36466,43B007000,Carport,,300,LEHIGH CIR,1405,
36467,43B007000,Deck,,128,LEHIGH CIR,1405,
36468,43B007000,Open Porch,,128,LEHIGH CIR,1405,
36469,43B007000,Screened Porch,,168,LEHIGH CIR,1405,
36470,43B008000,First Floor,,966,LEHIGH CIR,1403,
36471,43B008000,Basement,,966,LEHIGH CIR,1403,
36472,43B008000,Concrete Patio,,270,LEHIGH CIR,1403,
36473,43B008000,Stoop,,84,LEHIGH CIR,1403,
36474,43B009000,First Floor,,2040,GALLOWAY DR,1719,
36475,43B009000,Stoop,,235,GALLOWAY DR,1719,
36476,43B010000,First Floor,,1858,GALLOWAY DR,1717,
36477,43B010000,Basement,,1702,GALLOWAY DR,1717,
36478,43B010000,Canopy,,160,GALLOWAY DR,1717,
36479,43B010000,Concrete Patio,,460,GALLOWAY DR,1717,
36480,43B010000,Glass Enclosed 1/Sty,,120,GALLOWAY DR,1717,
36481,43B011000,First Floor,,1560,CARTER LN,1313,
36482,43B011000,Basement,,1560,CARTER LN,1313,
36483,43B011000,Carport,,286,CARTER LN,1313,
36484,43B011000,Open Porch,,96,CARTER LN,1313,
36485,43B012000,First Floor,,1756,CARTER LN,1311,
36486,43B012000,Basement,,1444,CARTER LN,1311,
36487,43B012000,Concrete Patio,,320,CARTER LN,1311,
36488,43B012000,Stoop,,28,CARTER LN,1311,
36489,43B013000,First Floor,,1269,CARTER LN,1309,
36490,43B013000,Basement,,1269,CARTER LN,1309,
36491,43B013000,Colonial Porch,,205,CARTER LN,1309,
36492,43B013000,Canopy,,40,CARTER LN,1309,
36493,43B013000,Concrete Patio,,40,CARTER LN,1309,
36494,43B013000,Deck,,217,CARTER LN,1309,
36495,43B014000,First Floor,,1334,CARTER LN,1307,
36496,43B014000,Basement,,1334,CARTER LN,1307,
36497,43B014000,Carport,,312,CARTER LN,1307,
36498,43B014000,Stoop,,36,CARTER LN,1307,
36499,43B015000,First Floor,,2125,CARTER LN,1305,
36500,43B015000,Basement,,1479,CARTER LN,1305,
36501,43B015000,Concrete Patio,,576,CARTER LN,1305,
36502,43B015000,Stoop,,36,CARTER LN,1305,
36503,43B016000,First Floor,,1514,CARTER LN,1303,
36504,43B016000,Basement,,1514,CARTER LN,1303,
36505,43B016000,Finished Enclosed Porch,,128,CARTER LN,1303,
36506,43B016000,Stone Patio,,208,CARTER LN,1303,
36507,43B017000,First Floor,,1468,CARTER LN,1301,
36508,43B017000,Basement Garage,,312,CARTER LN,1301,
36509,43B017000,Basement,,1468,CARTER LN,1301,
36510,43B017000,Concrete Patio,,64,CARTER LN,1301,
36511,43B017000,Glass Enclosed 1/Sty,,312,CARTER LN,1301,
36512,43B017000,Stoop,,34,CARTER LN,1301,
36513,43B018000,First Floor,,1274,KENWOOD LN,1304,
36514,43B018000,Basement,,1274,KENWOOD LN,1304,
36515,43B018000,Canopy,,54,KENWOOD LN,1304,
36516,43B018000,Stone Patio,,70,KENWOOD LN,1304,
36517,43B019000,First Floor,,1225,KENWOOD LN,1302,
36518,43B019000,Basement,,1225,KENWOOD LN,1302,
36519,43B019000,Deck,,552,KENWOOD LN,1302,
36520,43B019000,Open Porch,,114,KENWOOD LN,1302,
36521,43B019000,Stoop,,16,KENWOOD LN,1302,
36522,43B020000,First Floor,,1276,KENWOOD LN,1300,
36523,43B020000,Brick Patio,,144,KENWOOD LN,1300,
36524,43B020000,Basement,,1276,KENWOOD LN,1300,
36525,43B020000,Screened Porch,,276,KENWOOD LN,1300,
36526,43B020000,Stoop,,140,KENWOOD LN,1300,
36527,43B021000,First Floor,,1219,KENWOOD LN,1298,
36528,43B021000,Second Floor,,648,KENWOOD LN,1298,
36529,43B021000,Colonial Porch,,192,KENWOOD LN,1298,
36530,43B021000,Concrete Patio,,146,KENWOOD LN,1298,
36531,43B021000,Deck,,312,KENWOOD LN,1298,
36532,43B021000,Stone Patio,,288,KENWOOD LN,1298,
36533,43B021000,Storage,,168,KENWOOD LN,1298,
36534,43B022000,First Floor,,1588,KENWOOD LN,1296,
36535,43B022000,Basement,,1588,KENWOOD LN,1296,
36536,43B022000,Open Porch,,75,KENWOOD LN,1296,
36537,43B022000,Glass Enclosed 1/Sty,,266,KENWOOD LN,1296,
36538,43B022000,Stoop,,20,KENWOOD LN,1296,
36539,43B023000,First Floor,,1066,KENWOOD LN,1294,
36540,43B023000,Basement,,943,KENWOOD LN,1294,
36541,43B023000,Colonial Porch,,120,KENWOOD LN,1294,
36542,43B023000,Deck,,168,KENWOOD LN,1294,
36543,43B024000,First Floor,,1067,KENWOOD LN,1292,
36544,43B024000,Basement,,1025,KENWOOD LN,1292,
36545,43B024000,Deck,,228,KENWOOD LN,1292,
36546,43B024000,Open Porch,,80,KENWOOD LN,1292,
36547,43B024000,Frame Enclosed 1/Sty,,256,KENWOOD LN,1292,
36548,43B025000,First Floor,,1125,KENWOOD LN,1290,
36549,43B025000,Basement,,1125,KENWOOD LN,1290,
36550,43B025000,Open Porch,,174,KENWOOD LN,1290,
36551,43B025000,Screened Porch,,288,KENWOOD LN,1290,
36552,43B026000,First Floor,,1075,KENWOOD LN,1288,
36553,43B026000,Basement,,1075,KENWOOD LN,1288,
36554,43B026000,Colonial Porch,,287,KENWOOD LN,1288,
36555,43B026000,Concrete Patio,,401,KENWOOD LN,1288,
36556,43B026000,Deck,,65,KENWOOD LN,1288,
36557,43B026000,Screened Porch,,336,KENWOOD LN,1288,
36558,43B027000,First Floor,,1856,KENWOOD LN,1286,
36559,43B027000,Brick Patio,,240,KENWOOD LN,1286,
36560,43B027000,Basement,,1856,KENWOOD LN,1286,
36561,43B027000,Open Porch,,154,KENWOOD LN,1286,
36562,43B027000,Frame Enclosed 1/Sty,,240,KENWOOD LN,1286,
36563,43B028000,First Floor,,1413,KENWOOD LN,1284,
36564,43B028000,Basement,,1125,KENWOOD LN,1284,
36565,43B028000,Stoop,,28,KENWOOD LN,1284,
36566,43B029000,First Floor,,1284,KENWOOD LN,1282,
36567,43B029000,Basement,,943,KENWOOD LN,1282,
36568,43B029000,Concrete Patio,,96,KENWOOD LN,1282,
36569,43B029000,Deck,,132,KENWOOD LN,1282,
36570,43B030000,First Floor,,943,KENWOOD LN,1280,
36571,43B030000,Basement,,943,KENWOOD LN,1280,
36572,43B030000,Colonial Porch,,287,KENWOOD LN,1280,
36573,43B030000,Concrete Patio,,90,KENWOOD LN,1280,
36574,43B031000,First Floor,,1025,KENWOOD LN,1278,
36575,43B031000,Basement,,1025,KENWOOD LN,1278,
36576,43B031000,Concrete Patio,,287,KENWOOD LN,1278,
36577,43B031000,Deck,,410,KENWOOD LN,1278,
36578,43B031000,Finished Enclosed Porch,,410,KENWOOD LN,1278,
36579,43B031000,Stoop,,32,KENWOOD LN,1278,
36580,43B032000,First Floor,,1287,KENWOOD LN,1279,
36581,43B032000,Basement,,1287,KENWOOD LN,1279,
36582,43B032000,Concrete Patio,,220,KENWOOD LN,1279,
36583,43B032000,Open Porch,,65,KENWOOD LN,1279,
36584,43B032000,Screened Porch,,220,KENWOOD LN,1279,
36585,43B032000,Stoop,,48,KENWOOD LN,1279,
36586,43B033000,First Floor,,1775,KENWOOD LN,1281,
36587,43B033000,Basement,,1425,KENWOOD LN,1281,
36588,43B033000,Frame Enclosed 1/Sty,,160,KENWOOD LN,1281,
36589,43B033000,Stoop,,45,KENWOOD LN,1281,
36590,43B034000,First Floor,,1067,KENWOOD LN,1283,
36591,43B034000,Basement,,1025,KENWOOD LN,1283,
36592,43B034000,Deck,,171,KENWOOD LN,1283,
36593,43B034000,Stoop,,120,KENWOOD LN,1283,
36594,43B035000,First Floor,,1375,KENWOOD LN,1285,
36595,43B035000,Basement,,1220,KENWOOD LN,1285,
36596,43B035000,Colonial Porch,,308,KENWOOD LN,1285,
36597,43B035000,Concrete Patio,,154,KENWOOD LN,1285,
36598,43B035000,Deck,,190,KENWOOD LN,1285,
36599,43B035000,Screened Porch,,88,KENWOOD LN,1285,
36600,43B036000,First Floor,,1944,KENWOOD LN,1287,
36601,43B036000,Basement,,1704,KENWOOD LN,1287,
36602,43B036000,Stoop,,141,KENWOOD LN,1287,
36603,43B037000,First Floor,,1075,KENWOOD LN,1289,
36604,43B037000,Basement,,1075,KENWOOD LN,1289,
36605,43B037000,Canopy,,28,KENWOOD LN,1289,
